"","Opinion","Number.of.employment.years","House.type","term.in.months","Age","Marital.status","Registers","Type.of.employment","Expenses","income","total.wealth","mortgage.left","amount.of.money.solicitated","price.of.good.to.buy","weight","funding.ratio","saving.capacity","fold"
"8833","Positive",3,"rented",4,44,"widower","Yes","Self","miser",77,1,0,550,1499,0.2,1,2,1
"8834","Positive",2,"parents",3,27,"single","No","Permanent","miser",91,1,0,1000,1866,0.2,1,2,5
"8835","Negative",2,"rented",3,34,"single","No","Temporaray","miser",85,1,0,325,375,0.2,2,2,3
"8836","Negative",3,"ownerwithdeed",5,50,"widower","No","Permanent","miser",175,1,0,1143,1143,0.2,3,2,1
"8837","Positive",3,"ignore",2,37,"married","No","Permanent","less miser",466,1,800,1678,1678,0.2,3,2,5
"8838","Positive",2,"ownerwithdeed",4,42,"married","No","Permanent","less miser",150,1,3000,1500,2163,0.2,1,2,4
"8839","Negative",2,"parents",4,22,"single","No","Temporaray","miser",52,1,0,1200,1442,0.2,2,2,3
"8840","Positive",2,"rented",3,35,"married","No","Temporaray","less miser",72,1,0,350,899,0.2,1,2,5
"8841","Positive",2,"ownerwithdeed",3,37,"married","No","Self","less miser",0,1,0,400,750,0.2,1,2,8
"8842","Positive",3,"ownerwithdeed",3,50,"married","No","Permanent","less miser",139,1,0,715,1683,0.2,1,2,10
"8843","Positive",3,"parents",5,32,"married","No","Permanent","miser",105,1,0,1400,1780,0.2,2,2,10
"8844","Positive",3,"ownerwithdeed",5,58,"married","No","Self","less miser",93,1,0,1500,2090,0.2,2,2,7
"8845","Positive",3,"ownerwithdeed",4,48,"married","No","Self","less miser",642,1,0,1000,1484,0.2,1,2,8
"8846","Positive",3,"ownerwithdeed",5,56,"married","Yes","Self","less miser",155,1,0,1250,1392,0.2,2,2,2
"8847","Positive",3,"ownerwithdeed",5,53,"married","No","Permanent","miser",120,1,0,1250,1401,0.2,2,2,2
"8848","Positive",2,"rented",3,45,"married","No","Self","less miser",155,1,0,1000,1500,0.2,1,2,8
"8849","Positive",3,"ownerwithdeed",4,37,"separated","No","Permanent","miser",165,1,1000,1300,2500,0.2,1,2,7
"8850","Positive",2,"parents",2,23,"married","No","Temporaray","miser",150,1,0,500,1175,0.2,1,2,2
"8851","Negative",3,"rented",5,29,"married","No","Permanent","less miser",105,1,0,1350,1396,0.2,2,2,6
"8852","Positive",2,"parents",5,20,"single","No","Permanent","miser",65,1,0,1000,1479,0.2,1,2,7
"8853","Negative",3,"ownerwithdeed",1,27,"married","No","Permanent","less miser",86,1,0,1000,1600,0.2,1,2,9
"8854","Negative",2,"rented",5,34,"married","No","Self","less miser",0,1,0,1000,1625,0.2,1,2,4
"8855","Positive",3,"rented",4,39,"married","No","Permanent","less miser",163,1,0,880,1345,0.2,1,2,6
"8856","Positive",2,"others",5,32,"married","No","Self","miser",0,1,0,1000,1731,0.2,1,2,8
"8857","Positive",3,"ownerwithdeed",6,52,"married","No","Permanent","miser",122,1,0,250,1500,0.2,1,2,3
"8858","Negative",2,"rented",3,34,"married","No","Permanent","less miser",126,1,0,1000,1250,0.2,2,2,5
"8859","Negative",2,"ownerwithdeed",3,28,"married","No","Temporaray","miser",100,1,0,1000,1851,0.2,1,2,1
"8860","Negative",2,"others",3,37,"married","No","Self","less miser",27,1,0,850,1000,0.2,2,2,10
"8861","Positive",3,"ownerwithdeed",3,45,"married","No","Permanent","less miser",167,1,2300,400,800,0.2,1,2,7
"8862","Negative",3,"rented",4,33,"married","No","Permanent","less miser",45,1,0,1300,1695,0.2,2,2,8
"8863","Positive",3,"ownerwithdeed",3,53,"married","Yes","Permanent","miser",136,1,0,350,1389,0.2,1,2,2
"8864","Positive",2,"ownerwithdeed",4,39,"married","No","Permanent","less miser",150,1,0,1300,1392,0.2,2,2,4
"8865","Positive",3,"ownerwithdeed",18,38,"married","Yes","Permanent","less miser",0,1,90,300,400,0.2,2,2,1
"8866","Positive",3,"ownerwithdeed",2,29,"married","No","Permanent","less miser",130,1,0,400,899,0.2,1,2,7
"8867","Positive",3,"ownerwithdeed",5,36,"married","No","Permanent","less miser",218,1,2500,1600,2478,0.2,1,2,7
"8868","Positive",3,"ownerwithdeed",4,57,"married","Yes","Self","less miser",230,1,1781,600,887,0.2,1,2,2
"8869","Negative",2,"ownerwithdeed",5,24,"married","No","Others","miser",104,1,2500,1350,1425,0.2,2,2,10
"8870","Positive",3,"ownerwithdeed",3,36,"married","No","Permanent","less miser",103,1,0,325,1626,0.2,1,2,7
"8871","Positive",3,"rented",4,23,"married","No","Permanent","less miser",118,1,0,1500,1643,0.2,2,2,6
"8872","Negative",2,"rented",3,36,"married","No","Temporaray","less miser",240,1,0,1050,1342,0.2,2,2,8
"8873","Positive",3,"others",3,52,"married","No","Permanent","miser",120,1,0,600,1418,0.2,1,2,9
"8874","Positive",3,"private",5,54,"married","No","Permanent","less miser",80,1,0,1300,1534,0.2,2,2,8
"8875","Positive",2,"rented",3,45,"single","No","Permanent","less miser",99,1,0,350,555,0.2,1,2,10
"8876","Positive",3,"ownerwithdeed",3,53,"married","No","Permanent","less miser",254,1,0,350,575,0.2,1,2,10
"8877","Positive",3,"ownerwithdeed",5,27,"married","No","Permanent","miser",167,1,0,1000,1537,0.2,1,2,4
"8878","Positive",3,"rented",5,47,"married","Yes","Permanent","less miser",120,1,0,1150,1428,0.2,2,2,8
"8879","Positive",3,"ownerwithdeed",3,44,"married","No","Permanent","less miser",108,1,0,1606,2605,0.2,1,2,5
"8880","Positive",3,"ownerwithdeed",3,56,"married","No","Permanent","less miser",152,1,0,1000,2950,0.2,1,2,2
"8881","Positive",3,"private",1,41,"married","No","Self","less miser",111,1,0,1200,2130,0.2,1,2,9
"8882","Positive",2,"ownerwithdeed",5,59,"married","No","Others","less miser",228,1,0,1150,1150,0.2,3,2,9
"8883","Positive",3,"ownerwithdeed",4,48,"married","Yes","Permanent","less miser",107,1,0,850,1801,0.2,1,2,1
"8884","Positive",3,"rented",5,56,"married","No","Permanent","less miser",101,1,0,790,1106,0.2,2,2,9
"8885","Positive",3,"parents",3,27,"single","No","Permanent","miser",105,1,0,500,800,0.2,1,2,7
"8886","Negative",2,"parents",4,36,"married","No","Temporaray","less miser",150,1,0,1000,1148,0.2,2,2,4
"8887","Positive",2,"private",5,31,"married","No","Self","less miser",160,1,0,1550,1954,0.2,2,2,7
"8888","Positive",3,"ownerwithdeed",5,49,"married","Yes","Permanent","less miser",125,1,0,1000,1297,0.2,2,2,9
"8889","Positive",3,"rented",2,53,"married","No","Self","less miser",240,1,0,1000,2200,0.2,1,2,2
"8890","Positive",3,"ownerwithdeed",4,53,"married","No","Permanent","miser",110,1,0,1000,1674,0.2,1,2,2
"8891","Positive",3,"ownerwithdeed",5,38,"married","No","Self","miser",122,1,0,1000,1182,0.2,2,2,9
"8892","Positive",3,"rented",5,50,"married","No","Self","less miser",152,1,0,1400,1637,0.2,2,2,2
"8893","Positive",2,"parents",4,21,"single","No","Permanent","miser",60,1,0,600,1320,0.2,1,2,8
"8894","Negative",2,"rented",5,41,"married","No","Self","miser",90,1,0,1800,2213,0.2,2,2,2
"8895","Positive",3,"ownerwithdeed",2,46,"married","No","Self","miser",40,1,0,1000,1895,0.2,1,2,3
"8896","Positive",3,"ownerwithdeed",5,54,"married","No","Self","less miser",186,1,0,1600,2257,0.2,2,2,6
"8897","Positive",3,"ownerwithdeed",3,48,"married","No","Permanent","less miser",131,1,0,1000,2188,0.2,1,2,9
"8898","Positive",2,"parents",2,26,"single","No","Permanent","less miser",153,1,0,500,1505,0.2,1,2,3
"8899","Positive",3,"private",3,33,"married","No","Self","less miser",0,1,0,600,1124,0.2,1,2,2
"8900","Positive",3,"private",4,37,"married","No","Self","less miser",100,1,0,1200,1995,0.2,1,2,8
"8901","Positive",2,"ownerwithdeed",5,37,"married","No","Self","miser",128,1,0,800,1560,0.2,1,2,10
"8902","Positive",2,"ownerwithdeed",5,37,"married","No","Self","miser",128,1,0,800,1560,0.2,1,2,1
"8903","Negative",2,"private",5,43,"married","Yes","Permanent","less miser",109,1,0,1050,1530,0.2,1,2,7
"8904","Positive",2,"ownerwithdeed",5,33,"married","No","Permanent","less miser",198,1,3500,700,760,0.2,2,2,8
"8905","Negative",3,"rented",4,28,"married","Yes","Permanent","less miser",190,1,0,800,1157,0.2,1,2,7
"8906","Positive",3,"ownerwithdeed",2,49,"married","No","Permanent","miser",73,1,0,400,500,0.2,2,2,10
"8907","Negative",3,"parents",2,28,"single","Yes","Self","miser",0,1,0,400,640,0.2,1,2,3
"8908","Positive",3,"ownerwithdeed",5,32,"divorced","No","Self","miser",0,1,3300,1550,1612,0.2,2,2,7
"8909","Positive",3,"ownerwithdeed",3,51,"married","No","Permanent","less miser",160,1,0,900,1221,0.2,2,2,4
"8910","Positive",2,"ownerwithdeed",5,28,"married","Yes","Temporaray","less miser",122,1,1000,800,1484,0.2,1,2,7
"8911","Positive",2,"ownerwithdeed",3,30,"married","No","Self","miser",0,1,0,1100,1850,0.2,1,2,7
"8912","Positive",3,"ownerwithdeed",4,51,"married","No","Permanent","less miser",130,1,0,1400,1700,0.2,2,2,9
"8913","Positive",3,"private",5,45,"married","No","Permanent","less miser",169,1,300,1250,1565,0.2,2,2,7
"8914","Positive",2,"parents",2,40,"single","No","Permanent","miser",150,1,600,500,1672,0.2,1,2,5
"8915","Positive",2,"rented",5,29,"married","No","Permanent","less miser",142,1,0,700,1344,0.2,1,2,6
"8916","Positive",3,"private",3,32,"married","No","Permanent","less miser",101,1,0,1400,1444,0.2,2,2,6
"8917","Negative",2,"parents",3,24,"single","No","Permanent","miser",65,1,0,895,895,0.2,3,2,4
"8918","Positive",2,"ownerwithdeed",5,30,"single","No","Temporaray","miser",285,1,0,850,1251,0.2,1,2,1
"8919","Positive",3,"private",4,42,"married","No","Permanent","less spenthrift",151,1,6300,1000,1650,0.2,1,2,10
"8920","Negative",2,"rented",4,49,"married","No","Temporaray","less miser",72,1,0,500,950,0.2,1,2,3
"8921","Negative",2,"rented",5,34,"single","No","Permanent","miser",80,1,0,1500,2218,0.2,1,2,9
"8922","Negative",2,"ownerwithdeed",3,29,"single","No","Self","miser",71,1,0,950,1300,0.2,2,2,5
"8923","Negative",3,"ownerwithdeed",4,50,"married","Yes","Self","less miser",0,1,0,4000,6146,0.2,1,2,8
"8924","Negative",3,"ownerwithdeed",4,26,"married","No","Permanent","miser",135,1,0,200,1871,0.2,1,2,3
"8925","Positive",3,"ownerwithdeed",4,48,"married","Yes","Permanent","miser",202,1,0,800,1800,0.2,1,2,4
"8926","Positive",3,"ownerwithdeed",3,50,"divorced","No","Self","miser",0,1,0,1250,1423,0.2,2,2,6
"8927","Negative",2,"ownerwithdeed",3,21,"single","Yes","Self","miser",25,1,4000,1000,1200,0.2,2,2,9
"8928","Positive",3,"ownerwithdeed",3,63,"married","No","Self","miser",110,1,0,1000,1675,0.2,1,2,1
"8929","Positive",3,"ownerwithdeed",5,32,"married","No","Permanent","less miser",103,1,0,1100,1293,0.2,2,2,7
"8930","Positive",3,"ownerwithdeed",5,51,"married","No","Permanent","less miser",216,1,0,1000,1200,0.2,2,2,4
"8931","Positive",3,"parents",5,25,"single","No","Permanent","miser",75,1,0,1200,1300,0.2,2,2,7
"8932","Negative",2,"others",5,32,"married","Yes","Temporaray","miser",114,1,500,1150,1661,0.2,1,2,1
"8933","Positive",3,"ownerwithdeed",5,28,"married","Yes","Permanent","miser",198,1,900,1000,1850,0.2,1,2,1
"8934","Positive",3,"rented",4,32,"married","Yes","Permanent","less spenthrift",270,1,0,1000,1640,0.2,1,2,6
"8935","Positive",3,"ownerwithdeed",1,45,"widower","Yes","Self","less miser",200,1,0,600,1130,0.2,1,2,3
"8936","Positive",2,"parents",2,21,"single","No","Permanent","miser",64,1,0,700,1250,0.2,1,2,8
"8937","Positive",3,"ownerwithdeed",2,35,"married","No","Permanent","less miser",90,1,0,200,1147,0.2,1,2,2
"8938","Positive",3,"ownerwithdeed",5,27,"married","No","Permanent","miser",132,1,1400,1400,1428,0.2,98.0392156862745,2,9
"8939","Positive",3,"ownerwithdeed",5,26,"married","No","Permanent","miser",70,1,0,1050,1273,0.2,2,2,2
"8940","Positive",2,"parents",4,21,"single","No","Temporaray","miser",164,1,0,1400,1503,0.2,2,2,1
"8941","Positive",2,"ownerwithdeed",2,40,"married","No","Self","less miser",0,1,0,680,1682,0.2,1,2,6
"8942","Positive",3,"parents",4,37,"married","No","Permanent","less miser",179,1,0,1000,1530,0.2,1,2,10
"8943","Positive",3,"ownerwithdeed",5,35,"married","No","Self","less miser",0,1,0,1500,1850,0.2,2,2,4
"8944","Positive",3,"private",5,58,"married","No","Permanent","miser",164,1,1000,1500,2000,0.2,2,2,1
"8945","Negative",3,"ownerwithdeed",5,50,"widower","Yes","Self","miser",25,1,2520,880,951,0.2,2,2,8
"8946","Positive",3,"parents",2,25,"single","No","Temporaray","miser",111,1,0,750,1125,0.2,1,2,9
"8947","Positive",3,"ownerwithdeed",5,43,"married","No","Permanent","less miser",123,1,0,1600,1805,0.2,2,2,9
"8948","Positive",3,"rented",5,52,"married","No","Permanent","less miser",384,1,3000,900,1633,0.2,1,2,6
"8949","Positive",3,"parents",5,41,"married","No","Permanent","less miser",217,1,0,1230,1238,0.2,3,2,2
"8950","Positive",3,"ownerwithdeed",30,54,"married","No","Permanent","less miser",234,1,0,1250,2166,0.2,1,2,2
"8951","Positive",3,"ownerwithdeed",3,50,"married","No","Self","less miser",0,1,3000,2300,3295,0.2,1,2,7
"8952","Positive",2,"ownerwithdeed",5,61,"married","No","Others","miser",113,1,0,1300,1726,0.2,2,2,1
"8953","Positive",3,"others",4,47,"married","No","Permanent","less miser",182,1,0,1200,1431,0.2,2,2,8
"8954","Positive",3,"parents",4,30,"separated","No","Permanent","miser",126,1,0,850,1075,0.2,2,2,4
"8955","Negative",3,"ownerwithdeed",3,35,"separated","No","Self","less miser",101,1,0,750,975,0.2,2,2,10
"8956","Positive",2,"parents",2,20,"single","No","Permanent","miser",170,1,0,500,1624,0.2,1,2,8
"8957","Positive",2,"ownerwithdeed",4,57,"married","No","Permanent","less miser",184,1,0,1000,1500,0.2,1,2,1
"8958","Negative",2,"ownerwithdeed",5,43,"married","No","Temporaray","less miser",147,1,2000,750,1256,0.2,1,2,7
"8959","Positive",3,"rented",5,30,"married","No","Self","less miser",129,1,0,800,846,0.2,2,2,3
"8960","Positive",3,"rented",5,58,"widower","No","Permanent","less miser",131,1,0,1000,1658,0.2,1,2,1
"8961","Negative",3,"ownerwithdeed",3,46,"married","Yes","Self","less spenthrift",200,1,0,2000,2985,0.2,1,2,8
"8962","Positive",2,"rented",5,24,"single","No","Permanent","less miser",182,1,0,900,1325,0.2,1,2,2
"8963","Positive",2,"rented",3,26,"single","No","Permanent","less miser",107,1,0,310,910,0.2,1,2,6
"8964","Positive",2,"ownerwithdeed",5,36,"married","No","Permanent","less miser",214,1,0,650,1645,0.2,1,2,7
"8965","Positive",3,"ownerwithdeed",5,44,"married","No","Permanent","less miser",125,1,0,1600,1800,0.2,2,2,1
"8966","Positive",3,"parents",1,27,"single","No","Permanent","miser",80,1,0,200,1093,0.2,1,2,5
"8967","Positive",2,"ownerwithdeed",5,32,"married","No","Self","less spenthrift",107,1,0,1200,1957,0.2,1,2,6
"8968","Negative",2,"parents",4,41,"married","No","Temporaray","less spenthrift",80,1,0,1200,1468,0.2,2,2,2
"8969","Positive",3,"ownerwithdeed",4,34,"married","No","Self","less miser",125,1,0,1150,1577,0.2,2,2,10
"8970","Positive",3,"ownerwithdeed",3,29,"married","No","Permanent","less miser",121,1,0,650,915,0.2,2,2,10
"8971","Positive",3,"ownerwithdeed",5,30,"married","No","Permanent","less miser",199,1,2500,1500,1650,0.2,2,2,7
"8972","Positive",3,"private",3,37,"married","No","Permanent","less miser",170,1,260,600,940,0.2,1,2,1
"8973","Negative",2,"others",18,21,"single","Yes","Temporaray","miser",50,1,0,400,500,0.2,2,2,7
"8974","Positive",2,"ownerwithdeed",2,68,"married","No","Permanent","less miser",131,1,0,900,1186,0.2,2,2,9
"8975","Positive",3,"private",2,52,"single","No","Self","miser",330,1,0,1500,2201,0.2,1,2,6
"8976","Positive",3,"rented",2,68,"married","No","Self","less miser",200,1,2000,600,1350,0.2,1,2,1
"8977","Negative",2,"ignore",4,36,"married","No","Temporaray","less miser",130,1,0,1100,1511,0.2,2,2,5
"8978","Positive",2,"parents",5,31,"single","No","Permanent","miser",137,1,0,1250,1253,0.2,3,2,9
"8979","Negative",2,"rented",5,25,"single","No","Permanent","less miser",107,1,0,1500,2189,0.2,1,2,1
"8980","Positive",3,"ownerwithdeed",5,22,"single","No","Permanent","less miser",324,1,0,1100,1159,0.2,2,2,2
"8981","Negative",2,"ownerwithdeed",5,45,"married","No","Temporaray","less spenthrift",112,1,500,600,1332,0.2,1,2,6
"8982","Positive",3,"rented",5,41,"married","No","Permanent","less miser",140,1,0,950,1497,0.2,1,2,3
"8983","Positive",3,"ownerwithdeed",5,51,"married","No","Permanent","less miser",143,1,0,1350,1357,0.2,3,2,8
"8984","Positive",3,"ownerwithdeed",3,54,"married","No","Permanent","less miser",130,1,0,700,2100,0.2,1,2,3
"8985","Positive",3,"ownerwithdeed",5,43,"single","No","Permanent","less miser",180,1,0,1000,1070,0.2,2,2,4
"8986","Positive",3,"ownerwithdeed",3,43,"married","No","Permanent","less miser",251,1,0,1800,2557,0.2,2,2,6
"8987","Negative",2,"ownerwithdeed",2,23,"married","No","Permanent","less miser",85,1,0,600,1600,0.2,1,2,9
"8988","Negative",2,"ownerwithdeed",4,37,"single","No","Permanent","miser",265,1,0,1500,1850,0.2,2,2,9
"8989","Positive",2,"ownerwithdeed",4,29,"married","No","Permanent","less miser",150,1,3300,1100,1312,0.2,2,2,2
"8990","Negative",2,"ownerwithdeed",3,23,"single","No","Temporaray","less miser",122,1,0,400,400,0.2,3,2,10
"8991","Positive",3,"private",2,51,"married","No","Temporaray","less miser",198,1,0,450,650,0.2,1,2,2
"8992","Positive",3,"ownerwithdeed",3,39,"married","No","Self","less miser",150,1,0,1000,1394,0.2,2,2,4
"8993","Positive",3,"parents",3,35,"single","No","Permanent","miser",170,1,0,1100,1542,0.2,2,2,3
"8994","Positive",3,"ownerwithdeed",2,62,"married","No","Self","less miser",119,1,0,700,1200,0.2,1,2,9
"8995","Positive",3,"ownerwithdeed",2,56,"married","No","Self","less miser",208,1,0,500,1560,0.2,1,2,6
"8996","Positive",3,"ownerwithdeed",4,32,"married","No","Permanent","less miser",115,1,0,800,1200,0.2,1,2,6
"8997","Negative",2,"rented",54,36,"married","No","Permanent","less miser",99,1,0,950,950,0.2,3,2,6
"8998","Positive",3,"ownerwithdeed",5,64,"married","No","Permanent","less miser",120,1,0,1125,1300,0.2,2,2,1
"8999","Negative",3,"rented",4,31,"single","No","Permanent","miser",90,1,0,1300,1700,0.2,2,2,6
"9000","Positive",3,"ownerwithdeed",5,42,"married","No","Permanent","less miser",137,1,0,900,1167,0.2,2,2,8
"9001","Positive",2,"ownerwithdeed",5,61,"widower","No","Others","miser",230,1,0,950,1150,0.2,2,2,9
"9002","Negative",2,"ownerwithdeed",5,32,"married","Yes","Permanent","less miser",142,1,3000,1250,1566,0.2,2,2,5
"9003","Negative",2,"ownerwithdeed",5,43,"married","No","Temporaray","less miser",71,1,0,1500,1552,0.2,2,2,4
"9004","Positive",2,"parents",5,26,"single","No","Temporaray","miser",120,1,0,1150,1300,0.2,2,2,2
"9005","Positive",2,"ownerwithdeed",5,49,"widower","No","Self","miser",233,1,4500,2100,2104,0.2,3,2,5
"9006","Positive",3,"ownerwithdeed",3,47,"married","No","Permanent","less miser",289,1,0,1500,2154,0.2,1,2,3
"9007","Negative",2,"rented",3,27,"separated","No","Permanent","less miser",128,1,0,450,545,0.2,2,2,2
"9008","Positive",3,"ownerwithdeed",3,52,"married","No","Self","less miser",150,1,0,750,1778,0.2,1,2,8
"9009","Positive",3,"ownerwithdeed",5,28,"married","No","Permanent","less miser",145,1,1000,1600,1718,0.2,2,2,10
"9010","Positive",3,"ownerwithdeed",5,31,"married","No","Permanent","less miser",90,1,0,900,1500,0.2,1,2,5
"9011","Positive",2,"rented",5,32,"married","No","Permanent","less spenthrift",301,1,0,1200,1274,0.2,2,2,9
"9012","Positive",3,"ownerwithdeed",3,51,"married","No","Self","less miser",200,1,1200,900,1015,0.2,2,2,1
"9013","Positive",2,"parents",1,37,"married","No","Self","less miser",150,1,0,500,1701,0.2,1,2,2
"9014","Negative",2,"rented",4,29,"married","Yes","Self","less miser",100,1,0,1000,1345,0.2,2,2,6
"9015","Positive",3,"parents",5,26,"single","No","Permanent","miser",100,1,0,1000,1238,0.2,2,2,1
"9016","Positive",2,"parents",30,27,"single","No","Permanent","less miser",100,1,0,500,1048,0.2,1,2,6
"9017","Positive",3,"ownerwithdeed",2,63,"married","No","Permanent","less miser",155,1,0,600,1048,0.2,1,2,6
"9018","Positive",3,"ownerwithdeed",2,55,"married","No","Permanent","less spenthrift",715,1,0,800,1324,0.2,1,2,10
"9019","Positive",2,"rented",5,28,"married","No","Permanent","less miser",245,1,0,1830,2201,0.2,2,2,2
"9020","Positive",3,"rented",4,31,"married","No","Permanent","less spenthrift",150,1,0,1100,1430,0.2,2,2,2
"9021","Negative",2,"parents",42,27,"single","No","Permanent","miser",70,1,0,600,926,0.2,1,2,7
"9022","Positive",3,"ownerwithdeed",2,40,"married","No","Permanent","less miser",190,1,0,1000,1500,0.2,1,2,3
"9023","Positive",2,"ownerwithdeed",3,35,"married","No","Permanent","less miser",152,1,0,1000,1542,0.2,1,2,5
"9024","Positive",3,"private",5,43,"married","No","Permanent","less miser",126,1,0,1350,1360,0.2,3,2,4
